"C-VIEJA-05Z-19/06/007","P69749","700511906007","working","2020-01-28 08:10:11","289,91","P69749-E84002-ANTEL-RADIOBASE-CELULAR","C-VIEJA-05Z","19","06","007"
"C-VIEJA-06Z-02/04/001","P42164","700610204001","working","2020-06-10 15:18:54","155,57","P42164-29171197-ANTEL-RADIOBASE-CELULAR","C-VIEJA-06Z","02","04","001"
"ITUZAINGO-06Z-05/06/016","P89081","700610506016","working","2020-11-12 21:27:36","0,49","\N","ITUZAINGO-06Z","05","06","016"
"ITUZAINGO-10Z-02/07/021","P80901","701010207021","working","2020-09-15 19:24:58","58,39","P80901-E84713-ANTEL-RADIOBASE-CELULAR","ITUZAINGO-10Z","02","07","021"
"ITUZAINGO-12Z-14/05/003","P56753","701211405003","OffLine","2020-11-13 03:55:48","0,00","P56753-E84100-ANTEL-RADIOBASE-CELULAR","ITUZAINGO-12Z","14","05","003"
"ITUZAINGO-12Z-14/05/006","P75367","701211405006","working","2020-01-28 07:43:37","289,91","P75367-E84347-ANTEL RADIOBASE CELULAR","ITUZAINGO-12Z","14","05","006"
"MANGA-07Z-05/01/011","P89102","700710501011","working","2020-11-03 11:49:11","9,73","P89102-E85345-ANTEL RADIOBASE CELULAR","MANGA-07Z","05","01","011"
"MANGA-SA3-01Z-02/02/009","P90998","700110202009","working","2020-10-23 14:43:12","20,67","P90998-E85401-ANTEL RADIOBASE CELULAR","MANGA-SA3-01Z","02","02","009"
"P-ARENA-01Z-04/08/009","P71541","700110408009","working","2020-01-16 09:24:42","301,80","P71541-E84131-ANTEL-RADIOBASE-CELULAR","P-ARENA-01Z","04","08","009"
"P-ARENA-03Z-07/01/017","P94102","700310701017","working","2020-11-12 17:48:21","0,42","P94102-23137312-ANTEL-RADIOBASE-CELULAR","P-ARENA-03Z","07","01","017"
"P-ARENA-03Z-07/07/017","P94109","700310707017","working","2020-11-12 17:48:29","0,43","P94109-23137336-ANTEL-RADIOBASE-CELULAR","P-ARENA-03Z","07","07","017"
"P-ARENA-03Z-08/02/005","P94110","700310802005","LOS","2020-11-13 03:36:25","0,00","P94110-23137429-ANTEL-RADIOBASE-CELULAR","P-ARENA-03Z","08","02","005"
"P-ARENA-03Z-08/07/001","P94111","700310807001","working","2020-11-12 17:48:35","0,43","P94111-23180316-ANTEL-RADIOBASE-CELULAR","P-ARENA-03Z","08","07","001"
"P-ARENA-03Z-09/01/001","P94120","700310901001","working","2020-11-12 17:48:43","0,43","P94120-23145278-ANTEL-RADIOBASE-CELULAR","P-ARENA-03Z","09","01","001"
"P-MOLINO-05Z-18/08/006","P56443","700511808006","working","2020-03-04 07:09:27","253,93","E83383 RadioBase P56443","P-MOLINO-05Z","18","08","006"
"P-MOLINO-08Z-17/05/009","P83527","700811705009","working","2020-05-21 17:42:36","175,47","P83527-E85020-ANTEL-RADIOBASE-CELULAR","P-MOLINO-08Z","17","05","009"
"P-MOLINO-09Z-14/06/012","P40152","700911406012","working","2020-03-04 08:31:36","253,90","P40152-23041034-ANTEL-RADIOBASE-CELULAR","P-MOLINO-09Z","14","06","012"
"P-MOLINO-10Z-04/06/001","P43597","701010406001","working","2020-03-04 08:48:21","254,00","P43597-E82643-ANTEL-RADIOBASE-CELULAR","P-MOLINO-10Z","04","06","001"
"P-MOLINO-11Z-14/01/025","P70683","701111401025","working","2020-10-20 11:03:59","23,77","P70683-E84050-ANTEL-RADIOBASE-CELULAR","P-MOLINO-11Z","14","01","025"
"P-MOLINO-12Z-19/01/004","P81585","701211901004","working","2020-06-23 03:54:13","143,05","P81585-E84798-E84799-ANTEL RADIOBASE CELULAR","P-MOLINO-12Z","19","01","004"
"PALACIO-03Z-02/04/007","P45887","700310204007","working","2020-02-04 08:01:44","282,89","P45887-29252590-ANTEL-RADIOBASE-CELULAR","PALACIO-03Z","02","04","007"
"PALACIO-03Z-09/06/007","P25914","700310906007","working","2020-02-04 08:14:12","282,89","P25914-29298046-ANTEL-DIVISION-TECNICA-DE-DESARROLLO","PALACIO-03Z","09","06","007"
"PALACIO-04Z-12/06/001","P69916","700411206001","OffLine","2020-11-13 04:00:02","0,00","P69916-E82502A-ANTEL RADIOBASE CELULAR","PALACIO-04Z","12","06","001"
"PALACIO-05Z-06/06/018","P43565","700510606018","working","2020-02-05 08:00:08","281,90","P43565-E82664 E82666 -ANTEL-RADIOBASE-CELULAR","PALACIO-05Z","06","06","018"
"PALACIO-06Z-17/02/005","P51849","700611702005","working","2020-11-12 09:39:36","1,00","P51849-E83035 E83036 E83037-ANTEL-RADIOBASE-CELULAR","PALACIO-06Z","17","02","005"
"P-CARRETA-02Z-09/08/009","P76052","700210908009","working","2020-10-25 22:32:38","18,40","P76052-E84762 RadioBase","P-CARRETA-02Z","09","08","009"
"SAYAGO-05Z-03/04/020","P71385","700510304020","working","2020-10-30 11:49:40","13,86","P71385-E84103-ANTEL-RADIOBASE-CELULAR","SAYAGO-05Z","03","04","020"
"SAYAGO-06Z-09/02/004","P63899","700610902004","working","2020-10-23 11:22:12","20,77","P63899-E83715-E84408-E84409-ANTEL-RADIOBASE-CELULAR","SAYAGO-06Z","09","02","004"
"SAYAGO-07Z-12/05/031","P70936","700711205031","working","2020-01-29 09:14:09","289,00","P70936-E84074-ANTEL-RADIOBASE-CELULAR","SAYAGO-07Z","12","05","031"
"UNION-05Z-06/02/018","P41805","700510602018","working","2020-03-13 14:24:03","244,65","\N","UNION-05Z","06","02","018"
"UNION-05Z-13/02/004","P39956","700511302004","working","2020-11-09 11:15:51","3,77","\N","UNION-05Z","13","02","004"
"UNION-12Z-02/05/018","P69919","701210205018","working","2020-08-28 13:59:35","76,59","P69919-E84025-ANTEL-RADIOBASE-CELULAR","UNION-12Z","02","05","018"
"UNION-16Z-08/03/002","P53575","701610803002","working","2020-11-09 15:04:51","3,55","P53575-ANTEL RADIOBASE CELULAR","UNION-16Z","08","03","002"
"PAYSANDU-02Z-04/01/006","P54871","700210401006","working","2020-08-27 21:07:40","77,35","E83194 RadioBase P54871","PAYSANDU-02Z","04","01","006"
"PAYSANDU-02Z-05/02/024","P54875","700210502024","working","2020-10-15 17:02:28","28,51","E83218 RadioBase P54875","PAYSANDU-02Z","05","02","024"
"PAYSANDU-03Z-03/02/015","P54958","700310302015","working","2020-08-27 22:30:43","77,45","\N","PAYSANDU-03Z","03","02","015"
"PAYSANDU-03Z-03/07/007","P54904","700310307007","working","2020-08-27 22:31:43","77,45","\N","PAYSANDU-03Z","03","07","007"
"PAYSANDU-04Z-17/06/009","P77342","700411706009","working","2020-09-03 12:46:02","70,82","P77342 E84450-ANTEL-RADIOBASE-CELULAR","PAYSANDU-04Z","17","06","009"
"PAYSANDU-04Z-19/01/012","P63676","700411901012","working","2020-05-27 13:21:44","169,76","P63676-E83695-E83696-ANTEL RADIOBASE CELULAR","PAYSANDU-04Z","19","01","012"
"PAYSANDU-06Z-03/01/009","P54907","700610301009","working","2020-11-12 12:30:16","0,82","E83208 RadioBase P54907","PAYSANDU-06Z","03","01","009"
"PAYSANDU-06Z-03/05/018","P54967","700610305018","working","2020-11-12 12:31:22","0,83","E83207 RadioBase P54967","PAYSANDU-06Z","03","05","018"
"PAYSANDU-06Z-09/01/009","P54965","700610901009","working","2020-11-12 12:39:03","0,83","E83206 RadioBase P54965","PAYSANDU-06Z","09","01","009"
"PAYSANDU-06Z-13/02/012","P54899","700611302012","working","2020-11-06 10:28:28","6,91","E83223 RadioBase P54899","PAYSANDU-06Z","13","02","012"
"PAYSANDU-06Z-15/02/011","P54960","700611502011","working","2020-11-12 17:28:30","0,62","E83205 RadioBase P54960","PAYSANDU-06Z","15","02","011"
"PAYSANDU-06Z-16/04/001","P54864","700611604001","working","2020-11-12 10:48:42","0,84","E83193 RadioBase P54864","PAYSANDU-06Z","16","04","001"
"PAYSANDU-06Z-16/06/021","P54870","700611606021","working","2020-11-12 10:49:43","0,84","RADIO-BASE-P54870","PAYSANDU-06Z","16","06","021"
"PAYSANDU-07Z-02/04/017","P54962","700710204017","working","2020-11-12 17:52:07","0,61","P54962-E83216-ANTEL-RADIOBASE-CELULAR","PAYSANDU-07Z","02","04","017"
"PAYSANDU-07Z-03/05/006","P54892","700710305006","working","2020-11-12 13:12:11","0,83","E83195 RadioBase P54892","PAYSANDU-07Z","03","05","006"
"PAYSANDU-07Z-05/04/024","P54964","700710504024","working","2020-11-12 17:57:07","0,61","E83204 RadioBase P54964","PAYSANDU-07Z","05","04","024"
"PAYSANDU-07Z-06/01/016","P54872","700710601016","working","2020-08-27 22:12:33","77,45","E83227 RadioBase P54872","PAYSANDU-07Z","06","01","016"
"PAYSANDU-07Z-09/05/031","P54963","700710905031","working","2020-10-22 09:39:36","21,93","E83203 RadioBase P54963","PAYSANDU-07Z","09","05","031"
"PAYSANDU-07Z-13/03/010","P54977","700711303010","working","2020-08-27 20:24:30","77,46","E83228 RadioBase P54977","PAYSANDU-07Z","13","03","010"
"PAYSANDU-08Z-17/06/018","P54901","700811706018","working","2020-09-09 13:51:07","64,66","E83219 RadioBase P54901","PAYSANDU-08Z","17","06","018"
"PAYSANDU-08Z-17/07/017","P54903","700811707017","working","2020-09-09 13:51:20","64,66","E83222 RadioBase P54903","PAYSANDU-08Z","17","07","017"
"PAYSANDU-09Z-02/06/021","P54890","700910206021","working","2020-09-09 14:10:50","64,65","E83214 RadioBase P54890","PAYSANDU-09Z","02","06","021"
"PAYSANDU-09Z-13/08/011","P54902","700911308011","working","2020-11-05 13:52:32","7,63","E83213 RadioBase P54902","PAYSANDU-09Z","13","08","011"
